accession,domain,phylum,class,order,family,genus,species,Amino acid utilization,Aromatics degradation,Arsenic cycling,C1 metabolism,Carbon fixation,Chlorite reduction,Complex carbon degradation,Ethanol fermentation,Fatty acid degradation,Fermentation,Halogenated compound utilization,Hydrogenases,Nitrile hydration,Nitrogen cycling,Oxidative phosphorylation,Perchlorate reduction,Selenate reduction,Sulfur cycling,Thermophilic specific
GCA_002382325.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Marinarcus,Marinarcus sp002382325,0,0,1,0,0,0,0,0,0,1,0,1,0,5,1,1,0,1,0
GCA_002382645.1,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Aminidesulfovibrio,Aminidesulfovibrio sp002382645,0,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,0,3,0
GCA_002387725.1,Bacteria,Nitrospirota_A,Leptospirillia,Leptospirillales,Leptospirillaceae,UBA4572,UBA4572 sp002387725,0,0,0,0,0,1,0,0,0,2,0,0,0,1,2,0,0,3,0
GCA_002397275.1,Bacteria,Bacillota_B,DSM-12270,Thermacetogeniales,Thermacetogeniaceae,Syntrophaceticus,Syntrophaceticus sp002397275,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0
GCA_002398825.1,Bacteria,Bacillota_B,Syntrophomonadia,Syntrophomonadales,Syntrophomonadaceae,DTU019,DTU019 sp002398825,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0
GCA_002399405.1,Bacteria,Spirochaetota,Spirochaetia,Treponematales,Treponemataceae,Treponema_D,Treponema_D sp002399405,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
GCA_002402635.1,Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,UBA228,UBA228,UBA228 sp002402635,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,1,3,0
GCA_002402945.1,Bacteria,Bacillota_B,Desulfotomaculia,Desulfotomaculales,Pelotomaculaceae,Syntrophopropionicum,Syntrophopropionicum sp002402945,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
GCA_002403375.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Thiobacillaceae,Thiobacillus,Thiobacillus denitrificans_E,0,0,0,1,2,0,0,0,0,2,0,1,0,4,3,0,0,5,0
GCA_002403385.1,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,UBA4767,UBA4767,UBA4767 sp002403385,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0
GCA_002403785.1,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium_AD,Clostridium_AD sp002403785,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,1,2,0
GCA_002410325.1,Bacteria,Bacillota_B,Syntrophomonadia,Syntrophomonadales,Syntrophomonadaceae,UBA5314,UBA5314 sp002410325,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,1,0
GCA_002411145.1,Bacteria,Bacillota_C,Negativicutes,UBA11029,UBA11029,UBA11029,UBA11029 sp002411145,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,1,0
GCA_002412865.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,BN30871,BN30871 sp002412865,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0
GCA_002413395.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Polaromonas,Polaromonas sp002413395,0,0,0,1,0,0,0,0,0,2,0,1,0,3,3,0,0,1,0
GCA_002414145.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylophilus,Methylophilus sp002414145,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0
GCA_002414225.1,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfurivibrionaceae,UBA5123,UBA5123 sp002414225,0,0,0,0,0,0,0,0,0,1,0,2,0,3,1,0,0,4,0
GCA_002417905.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azomonas,Azomonas sp002417905,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0
GCA_002417975.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,UBA5808,UBA5808 sp002417975,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0
GCA_002418835.1,Bacteria,Spirochaetota,UBA4802,UBA4802,UBA5550,UBA5550,UBA5550 sp002418835,0,0,0,0,0,0,0,0,0,1,0,7,0,2,1,0,0,1,0
GCA_002419025.1,Bacteria,Desulfobacterota,Dissulfuribacteria,Dissulfuribacterales,UBA5754,UBA5754,UBA5754 sp002419025,0,0,0,0,0,0,0,0,0,2,0,1,0,3,1,0,0,4,0
GCA_002419465.1,Bacteria,Desulfobacterota_F,Desulfuromonadia,Geobacterales,Pseudopelobacteraceae,Trichlorobacter,Trichlorobacter sp002419465,0,0,2,1,0,0,0,0,0,1,0,2,0,2,2,0,0,1,0
GCA_002421845.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,UBA6211,UBA6211 sp002421845,0,0,1,0,1,0,0,0,0,1,0,1,0,2,2,1,0,2,0
GCA_002422505.1,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Humidesulfovibrio,Humidesulfovibrio sp002422505,0,0,1,0,0,0,0,0,0,2,0,2,0,1,1,0,0,3,0
GCA_002423105.1,Bacteria,Desulfobacterota_F,Desulfuromonadia,Geobacterales,Pseudopelobacteraceae,Trichlorobacter,Trichlorobacter sp002423105,0,0,2,0,0,0,0,0,0,1,0,4,0,2,2,1,0,2,0
GCA_002423435.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Butyricicoccaceae,UBA6114,UBA6114 sp002423435,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0
GCA_002424865.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Rugosibacter,Rugosibacter sp002424865,0,0,0,2,0,0,0,0,0,2,0,0,0,1,3,0,0,1,0
GCA_002428055.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,UBA6016,UBA6016,UBA6016 sp002428055,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,2,0
GCA_002428085.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,Sulfurimonas sp002428085,0,0,1,0,1,0,0,0,0,2,0,2,0,0,1,0,0,3,0
GCA_002428705.1,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,UBA6079,UBA6079 sp002428705,0,0,1,1,0,0,0,0,0,2,0,2,0,1,1,0,0,3,0
GCA_002434245.1,Bacteria,Bacillota_C,Negativicutes,Propionisporales,DSM-13327,Pelosinus,Pelosinus fermentans_B,0,0,0,0,0,0,0,0,0,1,0,3,0,2,1,0,0,0,0
GCA_002435715.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,Magnetospirillum,Magnetospirillum sp002435715,0,0,0,1,1,0,0,0,0,2,0,2,0,6,3,0,0,3,0
GCA_002448875.1,Bacteria,Pseudomonadota,Gammaproteobacteria,SG8-11,SG8-11,UBA6920,UBA6920 sp002448875,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,4,0
GCA_002452335.1,Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Denitrovibrionaceae,Seleniivibrio,Seleniivibrio sp002452335,0,0,1,0,0,0,0,0,0,1,0,1,0,2,3,0,1,1,0
GCA_002452405.1,Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Denitrovibrionaceae,Seleniivibrio,Seleniivibrio sp002452405,0,0,1,0,0,0,0,0,0,1,0,2,0,2,3,0,0,1,0
GCA_002470165.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Azonexus,Azonexus sp002470165,0,0,0,0,1,0,0,0,0,2,0,2,0,5,1,1,0,1,0
GCA_002471665.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Ketobacteraceae,Ketobacter,Ketobacter sp002471665,0,0,0,1,0,0,0,0,0,2,0,3,0,5,3,0,0,2,0
GCA_002480565.1,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,UBA7800,UBA7800 sp002480565,0,0,0,0,0,1,0,0,0,2,0,1,0,2,1,0,0,1,0
GCA_002482415.1,Bacteria,Planctomycetota,Phycisphaerae,Sedimentisphaerales,Anaerohalosphaeraceae,UBA7708,UBA7708 sp002482415,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,1,0
GCA_002483605.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,BN30871,BN30871 sp002483605,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
GCA_002495625.1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_A,Methanobacterium_A sp002495625,0,0,0,2,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0
GCA_002501695.1,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanolobus,Methanolobus sp002501695,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
GCA_002502735.1,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,Methanoregula sp002502735,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
GCA_002502785.1,Archaea,Halobacteriota,Methanosarcinia,Methanotrichales,Methanotrichaceae,Methanothrix_A,Methanothrix_A harundinacea_A,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
GCA_002503595.1,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanogasteraceae,Methanogaster,Methanogaster sp002503595,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
GCA_002503825.1,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,UBA467,UBA467 sp002503825,0,0,0,1,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0
GCA_002503885.1,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoculleaceae,Methanoculleus,Methanoculleus marisnigri_B,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
GCA_002505485.1,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina sp002505485,0,0,0,2,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0
GCA_002505765.1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_D,Methanobacterium_D sp002505765,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
GCA_002507205.1,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanolobus,Methanolobus sp002507205,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0
GCA_002508425.1,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanomethylovorans,Methanomethylovorans sp002508425,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
GCA_002508705.1,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoculleaceae,Methanoculleus,Methanoculleus sp002508705,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0
GCA_002509665.1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_D,Methanobacterium_D sp002509665,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0
GCA_002633015.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfuricurvum,Sulfuricurvum sp002633015,0,0,0,0,1,0,0,0,0,2,0,1,0,2,1,1,0,2,0
GCA_002699105.1,Bacteria,Bacteroidota,SZUA-365,SZUA-365,GCA-2699105,GCA-2699105,GCA-2699105 sp002699105,0,0,0,0,0,0,0,0,0,2,0,0,0,3,2,1,0,1,0
GCA_002704825.1,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,UBA7800,UBA7800 sp002704825,0,0,0,0,0,1,0,0,0,2,0,1,0,3,1,0,0,2,0
GCA_002706025.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,DSM-6294,Venatoribacter,Venatoribacter sp002706025,0,0,0,1,0,0,0,0,0,2,0,1,0,2,3,0,0,2,0
GCA_002708905.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Ketobacteraceae,Ketobacter,Ketobacter sp002708905,0,0,0,3,1,0,0,0,0,2,0,3,0,5,3,0,0,3,0
GCA_002709405.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marinibacterium,Marinibacterium sp002709405,0,0,0,2,0,0,0,0,0,1,0,2,1,2,3,0,0,3,0
GCA_002723385.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,DSM-6294,Oceanobacter,Oceanobacter sp002723385,0,0,0,3,0,0,0,0,0,2,0,1,0,1,1,0,0,2,0
GCA_002733995.1,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulforhopalus,Desulforhopalus sp002733995,0,0,0,0,0,0,0,0,0,2,0,2,0,1,2,0,1,4,0
GCA_002753095.1,Bacteria,Pseudomonadota,Magnetococcia,Magnetococcales,Magnetaquicoccaceae,Magnetaquicoccus,Magnetaquicoccus sp002753095,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,3,0
GCA_002753155.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,WMHbin7,WMHbin7,WMHbin7 sp002753155,0,0,0,0,1,0,0,0,0,2,0,2,0,3,2,0,0,4,0
GCA_002753185.1,Bacteria,Pseudomonadota,Magnetococcia,Magnetococcales,Magnetaquicoccaceae,WMHbin3,WMHbin3 sp002753185,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,3,0
GCA_002753515.1,Bacteria,Pseudomonadota,Magnetococcia,Magnetococcales,UBA8363,UBA8363,UBA8363 sp002753515,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,0,0,2,0
GCA_002781365.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,Sulfurimonas sp002781365,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,1,0,1,0
GCA_002784065.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Sulfuricellaceae,Sulfuricella,Sulfuricella sp002784065,0,0,2,0,1,0,0,0,0,2,0,1,0,5,1,0,0,4,0
GCA_002791575.1,Bacteria,Pseudomonadota,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus sp002791575,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,2,0
GCA_002796835.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Elainellales,Elainellaceae,Elainella,Elainella saxicola,0,0,0,2,1,1,0,0,0,2,0,1,1,1,1,0,0,3,0
GCA_002835825.1,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,Methanoregula sp002835825,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0
GCA_002839675.1,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,Methanoregula sp002839675,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0
GCA_002839705.1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,UBA349,UBA349 sp002839705,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
GCA_002840095.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiohalomonadales,Thiohalomonadaceae,Sulfurivermis,Sulfurivermis sp002840095,0,0,1,0,2,0,0,0,0,2,0,2,0,5,2,1,0,4,0
GCA_002840275.1,Bacteria,Bacillota_B,Thermincolia,Thermincolales,UBA2595,W-Firmicutes-14,W-Firmicutes-14 sp002840275,0,0,0,0,0,0,0,0,0,2,0,6,0,2,0,0,0,1,0
GCA_002840405.1,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Humidesulfovibrio,Humidesulfovibrio sp002840405,0,0,1,0,0,0,0,0,0,2,0,2,0,1,2,0,0,4,0
GCA_002840765.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Azonexus,Azonexus sp002840765,0,0,1,3,1,0,0,0,0,2,0,3,0,6,3,0,0,2,0
GCA_002841335.1,Bacteria,Actinomycetota,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Propionicimonas,Propionicimonas sp002841335,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0
GCA_002841355.1,Bacteria,Actinomycetota,Coriobacteriia,OPB41,UBA2279,UBA2286,UBA2286 sp002841355,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0
GCA_002841405.1,Bacteria,Bacillota_A,Clostridia,Eubacteriales,Eubacteriaceae,Acetobacterium,Acetobacterium sp002841405,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0
GCA_002841495.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Vallitaleaceae,Petrocella,Petrocella sp002841495,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0
GCA_002841625.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Vallitaleaceae,HGW-1,HGW-1 sp002841625,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0
GCA_002841765.1,Bacteria,Desulfobacterota_F,Desulfuromonadia,Desulfuromonadales,UBA2197,UBA2197,UBA2197 sp002841765,0,0,0,0,0,0,0,0,0,1,0,2,0,2,1,0,0,1,0
GCA_002841785.1,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfurivibrionaceae,UBA2262,UBA2262 sp002841785,0,0,2,0,0,0,0,0,0,2,0,1,0,2,1,0,0,5,0
GCA_002841885.1,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfomicrobiaceae,Desulfomicrobium,Desulfomicrobium sp002841885,0,0,1,0,0,0,0,0,0,2,0,2,0,2,2,0,0,3,0
GCA_002842215.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Hydrogenophaga,Hydrogenophaga sp002842215,0,0,0,3,1,0,0,0,0,1,0,3,0,5,3,0,0,4,0
GCA_002842345.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Azonexus,Azonexus sp002842345,0,0,0,2,1,1,0,0,0,2,0,3,0,4,2,1,0,2,0
GCA_002842395.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Rugosibacter,Rugosibacter sp002842395,0,0,0,3,0,0,0,0,0,2,0,1,0,1,2,0,0,1,0
GCA_002842435.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,UBA6140,UBA6140 sp002842435,0,0,0,3,1,0,0,0,0,2,0,0,0,1,3,0,0,2,0
GCA_002862125.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,KS41,KS41 sp002862125,0,0,0,3,0,0,0,0,0,2,0,2,0,3,3,0,0,2,0
GCA_002862435.1,Bacteria,Pseudomonadota,Gammaproteobacteria,UBA5335,UBA5335,Macondimonas,Macondimonas sp002862435,0,0,0,3,0,0,0,0,0,2,0,0,0,4,3,0,0,2,0
GCA_002868845.1,Bacteria,Desulfobacterota_F,Desulfuromonadia,Desulfuromonadales,BM501,BM501,BM501 sp002868845,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,1,0
GCA_002868925.1,Bacteria,Desulfobacterota_F,Desulfuromonadia,Desulfuromonadales,UBA2294,BM707,BM707 sp002868925,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,0,0,1,0
GCA_002869015.1,Bacteria,Desulfobacterota_C,Deferrisomatia,Deferrisomatales,BM512,BM512,BM512 sp002869015,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
GCA_002869145.1,Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Denitrovibrionaceae,Denitrovibrio,Denitrovibrio sp002869145,0,0,2,1,0,0,0,0,0,1,0,1,0,2,2,0,1,1,0
GCA_002869535.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,Arcobacter sp002869535,0,0,0,1,0,1,0,0,0,1,0,1,0,5,2,1,0,2,0
GCA_002869605.1,Bacteria,Desulfobacterota_F,Desulfuromonadia,Desulfuromonadales,SZUA-401,SZUA-401,SZUA-401 sp002869605,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,0,0,1,0
GCA_002869615.1,Bacteria,Desulfobacterota_F,Desulfuromonadia,Desulfuromonadales,UBA2294,BM707,BM707 sp002869615,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,0,0,1,0
GCA_002869665.1,Bacteria,Desulfobacterota_F,Desulfuromonadia,Desulfuromonadales,Geopsychrobacteraceae,BM522,BM522 sp002869665,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,0,0,1,0
GCA_002869685.1,Bacteria,Desulfobacterota_F,Desulfuromonadia,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas,Desulfuromonas sp002869685,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,2,0
GCA_002869725.1,Bacteria,Desulfobacterota_F,Desulfuromonadia,Desulfuromonadales,BM103,BM103,BM103 sp002869725,0,0,0,0,0,0,0,0,0,1,0,2,0,2,3,0,0,1,0
GCA_002897615.1,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,BMS3Abin13,BMS3Abin13 sp002897615,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,5,0
GCA_002897635.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,BMS3Bbin11,BMS3Bbin11,BMS3Bbin11 sp002897635,0,0,0,0,1,0,0,0,0,2,0,0,0,3,1,1,0,3,0
GCA_002897715.1,Bacteria,Actinomycetota,Thermoleophilia,BMS3ABIN01,BMS3ABIN01,BMS3ABIN01,BMS3ABIN01 sp002897715,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0
GCA_002897735.1,Bacteria,Pseudomonadota,Gammaproteobacteria,21-64-14,21-64-14,BMS3Abin12,BMS3Abin12 sp002897735,0,0,0,0,1,0,0,0,0,2,0,0,0,4,0,1,0,3,0
GCA_002897955.1,Archaea,Hydrothermarchaeota,Hydrothermarchaeia,Hydrothermarchaeales,BMS3B,BMS3B,BMS3B sp002897955,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
GCA_002898135.1,Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,JdFR-85,BMS3Bbin07,BMS3Bbin07 sp002898135,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0
GCA_002899765.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,Sulfurimonas sp002899765,0,0,0,0,0,1,0,0,0,2,0,1,0,3,1,1,0,2,0
GCA_002923215.1,Archaea,Hydrothermarchaeota,Hydrothermarchaeia,Hydrothermarchaeales,SZUA-236,SZUA-236,SZUA-236 sp002923215,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0
GCA_002928965.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomonas,Methylomonas sp002928965,0,0,0,3,0,0,0,0,0,2,0,1,0,3,2,0,0,2,0
GCA_003017855.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Phormidesmiales,Phormidesmiaceae,Nodosilinea,Nodosilinea sp003017855,0,0,0,1,1,1,0,0,0,2,0,0,1,1,1,0,0,3,0
GCA_003054655.1,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,Terrimicrobium sp003054655,0,0,0,0,0,1,0,0,0,2,0,0,0,1,3,0,0,0,0
GCA_003054665.1,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,EW11,EW11 sp003054665,0,0,0,1,0,0,0,0,0,2,0,0,0,4,3,0,0,1,0
GCA_003058495.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiodiazotropha,Thiodiazotropha sp003058495,0,0,2,3,1,0,0,0,0,2,0,2,0,4,2,0,0,4,0
GCA_003058525.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiodiazotropha,Thiodiazotropha sp003058525,0,0,2,3,2,0,0,0,0,2,0,2,0,3,2,0,0,5,0
GCA_003094535.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiodiazotropha,Thiodiazotropha sp003094535,0,0,1,2,1,0,0,0,0,2,0,2,0,4,2,0,0,5,0
GCA_003133225.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Janthinobacterium,Janthinobacterium sp003133225,0,0,0,4,1,0,0,0,0,2,0,1,0,5,3,0,0,0,0
GCA_003133245.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Rhodoferax,Rhodoferax sp003133245,0,0,0,0,0,0,0,0,0,1,0,3,0,1,2,0,0,0,0
GCA_003134075.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,Methylocystis sp003134075,0,0,0,3,0,0,0,0,0,2,0,3,0,0,4,0,0,1,0
GCA_003138795.1,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,UBA5172,UBA5172 sp003138795,0,0,0,0,0,1,0,0,0,2,0,1,0,0,3,0,0,0,0
GCA_003139775.1,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,Smithellaceae,Smithella,Smithella sp003139775,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,1,0
GCA_003142185.1,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Bog-375,Bog-375 sp003142185,0,0,0,0,0,1,0,0,0,2,0,1,0,1,3,0,0,1,0
GCA_003142215.1,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Palsa-288,Palsa-288 sp003142215,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2,0,0,0,0
GCA_003142855.1,Bacteria,Myxococcota,Polyangia,Fen-1088,Fen-1088,Fen-1137,Fen-1137 sp003142855,0,0,1,0,0,0,0,0,0,1,0,3,0,2,2,0,0,0,0
GCA_003151535.1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_B,Methanobacterium_B sp003151535,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
